bugNumbers,changelist,client,date,description,reviewURL,reviewedBy,title,user,link
Testing Done: [Refer to original change.]
Reviewed by: jhuo, jinxingh, smangui
Review URL: ",," jhuo, jinxingh, smangui","[DPM-3956][GA: RTAV multiple device support on VDI] Add feature kill-switch, part 2.",bliu,https://p4web.eng.vmware.com:443/@md=d&cd=//&c=UXC@/7239375?ac=10

,7239375,Ph_Bora,7/2/19 17:53,"
[DPM-3956][GA: RTAV multiple device support on VDI] Add feature kill-switch, part 2.

Crossport of change 7237320 from main to cart-20fq3.

Testing Done: [Refer to original change.]
Reviewed by: jhuo, jinxingh, smangui
Review URL: ",," jhuo, jinxingh, smangui","[DPM-3956][GA: RTAV multiple device support on VDI] Add feature kill-switch, part 2.",bliu,https://p4web.eng.vmware.com:443/@md=d&cd=//&c=UXC@/7239375?ac=10
