Bug ID,"Severity","Priority","Status","Assignee","Reporter","Product","Category","Component","Keywords","Build","Regression","Summary"
2394969,"minor","P2","closed","jjliu","pewang","VDI","Remote Client","wincdk client",,14282554,"No","Allow Display scaling option is available in desktop menubar under fixed resolution/scaling setting"
2394972,"minor","P2","closed","jjliu","pewang","VDI","Remote Client","wincdk client",,14282554,"No","Resolution/Scaling font is blur after switched the setting"
2395045,"serious","P1","new","padlakha","abhishekl","VDI","Server Core","User Session Management","erqe2verify, hze_scale_710",14216611,"No","[DPM-405]PCOIP connection test fails with RDSH IC fam with IPv6 enviornment"
2395052,"serious","P1","closed","lyuechang","scheng","VDI","Remote Client","osx client",,14283307,"---","AV buffering disable doesn't work while steal the session back from mac client"
2395119,"serious","P1","closed","appblast-guru","abhishekl","VDI","Blast Protocol","Other","erqe2verify, hze_scale_710",14243315,"---","[DPM-405]RDSH pool vm logoff is delayed by 10 mins in IPv6 enviornment"
2395153,"critical","P1","closed","appremoting","alanh","VDI","RMKS","linux",,14281695,"---","Stratodesk Linux reports GTK2 + GTK3 symbols are in use and it's not supported"
2395159,"critical","P1","closed","shuhuawang","alanh","VDI","Remote Client","lx client",,,"---","ARM Linux is reporting HEVC availability"
2395183,"serious","P1","assigned","kelsallt","kelsallt","VDI","Blast Protocol","Display",,,"No","[NVIDIA][Request] Support multimon HW encoder on some Quadro GPUs by using alternative display configuration"
2395232,"serious","P1","closed","haishanw","wsong","VDI","Microsoft Teams","Agent",,,"---","MS new drop 7.30 installer does not display speaker device correctly"
2395402,"serious","P1","closed","dcheah","dcheah","VDI","Blast Protocol","Display",,14281797,"---","[Physical Agent] Cursor is missing after first session"
2395411,"serious","P1","closed","dcheah","dcheah","VDI","Blast Protocol","Display","PhysicalPCWin10RS4",,"---","[Azure] Reconnecting to Azure VM with the same resolution on 1 monitor does not use IDD"
2395444,"serious","P2","closed","guoxin","shawnh","VDI","Remote Client","ios client",,14285406,"Unknown","iOS client crashes when disconnect from remote session over Blast and F5 LTM"
2395460,"serious","P1","closed","wyattx","ysan","VDI","Remote Client","wincdk client",,14235296,"---","[Proxy]iPv6 address could not be bypass in system proxy setting"
2395468,"minor","P2","closed","yunhaot","dparashar","VDI","Instant Clone","Instant Clone Server",,,"---","Change detect submenu from list to detect for InCleanup script"
2395471,"serious","P1","closed","nke","hangl","VDI","Blast Networking","Linux-VDI BEAT",,14286893,"---","Assert at vvcSessionManager.c4434 when steal session before login"
2395473,"serious","P1","closed","blast-networking-sensei","hyan","VDI","Blast Networking","Other","CART-Sys-Stress",14281701,"---","[RDSH] Several vmblastw.dmp files were generated when session stealing test"
2395480,"serious","P1","new","zzhou","ljack","VDI","Seamless Windows","Client Common",,14286599,"No","Black areas is seen until the move becomes optimized when dragging RDS app window"
2395487,"minor","P1","resolved","jwalton","xinshul","VDI","Documentation","View Admin Guide/Admin UI Help",,,"---","Leave page pop up is not supported"
2395502,"serious","P1","closed","blast-networking-sensei","chironaka","VDI","Blast Networking","VVC Integration",,14261654,"---","Blast worker crash while playing video"
2395506,"critical","P1","closed","zji","ljack","VDI","Client Displays","Mac",,14286599,"No","When move App spanning two monitors, the App will be split into two parts not continuous"
2395514,"serious","P1","closed","tzhao","rli","VDI","Remote Client","chrome client","CART-Interop-found, CART-Interop-WS1",14266406,"Unknown","WS1 Mode: no response by clicking OK button on error message while connecting unavailable apps"
2395527,"catastrophic","P0","closed","sprabhu","scheng","VDI","Installer","viewAgent-Core (win)",,14290800,"Yes","Fails to install agent build due to error 1723"
2395566,"serious","P1","reopened","alanh","ljack","VDI","RMKS","Mac",,14286599,"No","Video screen become intermittent when Video screen fully covering another App"
2395567,"minor","P1","closed","zhiyuanw","zhiyuanw","VDI","Client Displays","Linux",,,"Yes","[hclin] Display mode radio button can be unselected"
2395582,"serious","P1","closed","kelsallt","ljack","VDI","Blast Integration","Mac Client",,14290703,"---","[FFmpeg bug] [New Client] On one Mac Pro, H.264 HW decode fails"
2395642,"serious","P2","closed","yanx","yanx","VDI","Documentation","VDI Release Notes",,14285145,"No","Authentication can't be canceled when reset password is locked on idle  lock auth page"
2395668,"serious","P1","closed","cdeore","praveena","VDI","Installer","viewAgent-UI/Silent install (win)",,14272182,"No","[DPM-3585] - Horizon Agent installer should not prompt DesktopConfig(Mode selection) dialog during 7.9->7.10 RDSH agent upgrade"
2395683,"serious","P1","closed","bliu","pewang","VDI","Remote Client","wincdk client",,14291427,"No","Client won't send to server after synced up remote desktop settings with server"
2395742,"critical","P1","closed","keithw","ljack","VDI","Blast Protocol","Display",,14290800,"---","[Blast Codec] With multi-monitor, display mess on the secondary monitor and cannot operate on it"
2395754,"serious","P1","closed","amold","jizhid","VDI","Blast Networking","Other","CART-Sys-Stress, HorizonRDSH",14283311,"Yes","There is blast session leak when doing session disconnection-reconnection testing by 150 sessions"
2395768,"critical","P1","closed","blast-networking-sensei","ljack","VDI","Blast Networking","VVC Integration",,14283311,"---","When relaunching  the agent desktop,  Blast worker dump"
2395780,"critical","P1","closed","keithw","ljack","VDI","Blast Protocol","Other",,14290800,"---","[Blast Codec] When quit agent desktop, rmks crash"
2395782,"serious","P2","closed","tzhao","wanghelen","VDI","Remote Client","chrome client",,14285140,"No","cannot paste files to another folder in remote desktop after click 'Cancel' on download files notification vion Chromebook"
2395812,"critical","P1","closed","keithw","ljack","VDI","Blast Protocol","Other",,14290800,"---","[Blast Codec] When exit multi-monitor mode with Mac client, desktop display hung and rmks crash"
2395820,"minor","P2","closed","linz","manmany","VDI","USB Redirection","Linux Client",,14290877,"No","vmware-USBArbitrator removed after uninstall view client if both installed view client and workstation in Linux host"
2396003,"serious","P1","resolved","lodhaa","lodhaa","VDI","Server Core","DCT",,,"Yes","User session info is not getting collected when -s dumps user filter is provided."
2396143,"serious","P1","closed","haishanw","wsong","VDI","Microsoft Teams","Client",,14290725,"Unknown","Linux client Teams connection will always be on fallback mode if browser redirection is configured"
2396285,"serious","P1","closed","presslerv","gwajda","VDI","Blast Protocol","Performance","PAfeature-BJauto",13987687,"---","VVC related Blast worker memory increases after re-connection stress test"
2396330,"serious","P1","resolved","mhampton","pewang","VDI","Documentation","VDI Knowledge Base",,,"---","Need to update kb1009238"
2396331,"critical","P1","closed","yyun","swan","VDI","Blast Integration","Mac Client",,14297721,"---","[New Client] switching between full screen and windowed mode is very slow on 12-inch MacBook (Early 2015) and Mac with OS X 10.13.6"
2396355,"serious","P1","closed","aisajanyan","swan","VDI","RMKS","Common",,14297721,"No","Double mouse cursors are shown after client connects to the remote desktop with 300% scaling"
2396391,"serious","P1","closed","tatrey","ltim","VDI","Blast Integration","Mac Client",,14297721,"Yes","[New Client] The Ctrl/Shift key stop working on new macOS client."
2396496,"serious","P1","closed","renz","yanchaozhang","VDI","Linux Agent","Core-Agent","triaged",14291271,"---","[Remote App | Beta] apps xml parse error due to '&' symbol"
2396518,"serious","P1","closed","sqiang","beiw","VDI","Linux Agent","Core-Agent","triaged",14291271,"---","[Remote App | Beta] Gnome Shell Extension can't be auto enabled when lauching apps"
2396545,"serious","P1","reopened","smangui","hyan","VDI","Printer  Redirection","VMW - Performance","CART-Sys-Stress",14281701,"---","[Brown Print][RDSH][PCoIP] Almost all printers failed to redirect to agent when session stealing test"
2396547,"critical","P1","closed","alanh","ljack","VDI","Blast Integration","Mac Client",,14300931,"---","[New Client] [OSX 10.13.6] Enter and exit full screen is quit slow and agent become no response after enter and exit full screen for several times"
2396566,"serious","P1","new","tatrey","ysan","VDI","Blast Integration","Mac Client",,14300931,"---","[New Client]screen is flashing when using alt+enter to enter full screen"
2396577,"critical","P1","closed","alanh","ljack","VDI","Blast Integration","Mac Client",,14303733,"Yes","[New Client] When moving cursor on primary session, there will be many cursors drawn in shadow session"
2396580,"serious","P1","closed","appremoting","ysan","VDI","Seamless Windows","Agent",,14297910,"---","Start menu is called out by cmd key in VM hosted App session (win7)"
2396612,"serious","P1","closed","rbhatane","scheng","VDI","Blast Protocol","Display",,14303851,"---","It takes around 50 seconds for shadow session scaling after click ""Fit to Viewer"""
2396617,"serious","P1","closed","appblast-guru","xiaodongz","VDI","Blast Integration","Win Client","CART-Sys-Stress, HorizonRDSH",14301018,"Yes","[New Client] Notepad app only shows the border in some sessions during session0 testing with 60 sessions"
2396639,"serious","P1","closed","arongp","ljack","VDI","Seamless Windows","Linux Client",,14300958,"---","With odd resolution in Linux client host,  App cannot change to window mode after maximize it"
2396645,"serious","P1","closed","alanh","ljack","VDI","Blast Integration","Mac Client",,14303733,"---","[New client]RMKS crash occasionally when launching agent desktop"
2396886,"serious","P1","new","agong","kdenike","VDI","Remote Client","lx client",,,"---","Camera access broken with Linux kernel 4.20.X"
2396899,"serious","P1","closed","joeqiux","wsong","VDI","Microsoft Teams","Client",,,"---","Client Audio and video device setting were not remembered on Linux client after reconnecting to desktop"
2396979,"serious","P1","closed","aisajanyan","chironaka","VDI","Blast Protocol","Display",,14305499,"---","Slow window movement between displays"
2396999,"critical","P1","closed","borgera","chironaka","VDI","Blast Integration","Mac Client",,14305499,"---","[New Client] Slow window movement while playing a full screen video."
2397010,"serious","P1","closed","alanh","kli","VDI","Blast Integration","Mac Client",,14305499,"Yes","[New Client] self preview not displayed for mac p2p call"
2397045,"serious","P1","closed","haishanw","wsong","VDI","Microsoft Teams","Common",,,"---","Background noise can be heard during the audio call when Call between VDI and Native Teams"
2397070,"serious","P1","closed","beiw","beiw","VDI","Linux Agent","Core-Agent","triaged",14291271,"---","[Remote App | Beta] Only part of client exit Unity window is displayed"
2397101,"serious","P1","closed","leviz","ksong","VDI","Linux Agent","Core-Agent","triaged",14304011,"No","[LinuxVDI][Beta]BlastProxy crash when disconnect session in multiple-session mode"
2397237,"serious","P1","closed","yanchaozhang","yanchaozhang","VDI","Linux Agent","Core-Agent","triaged",14291271,"---","[Remote App | Beta] can not launch remote apps and remote desktops with the same user at the same time"
2397345,"serious","P1","closed","ksong","yanchaozhang","VDI","Linux Agent","Core-Agent",,14304011,"---","[Remote App | Beta] automated farm failed to work"
2397365,"minor","P1","closed","renz","songyu","VDI","Linux Agent","Core-Agent",,14317828,"---","[LinuxVDI]redhat6.8 with  Dedicated assignment user first login tsclient is not shown"
2397378,"serious","P1","new","sagasaveeran","sagasaveeran","VDI","Blast Integration","Other","found-by-bitb",,"---","[BitB] Connect command fails due to thread exit timeout"
2397387,"serious","P1","closed","alanh","ljack","VDI","Blast Integration","Mac Client",,14317598,"---","[New Client] [Collab] Cursor movement has big lag in shadow session when shadow session has control"
2397392,"serious","P1","closed","rbhatane","sagasaveeran","VDI","Blast Integration","Other","found-by-bitb",,"---","[BitB] Connect command fails due to recv error 10054 while worker encounters low disk space"
2397433,"serious","P1","resolved","renz","sqiang","VDI","Linux Agent","Core-Agent",,26385821,"---","[Remote App]when right click on the icon minimized to the task bar,it only appears the 'close window' choice."
2397439,"serious","P1","closed","sqiang","yanchaozhang","VDI","Linux Agent","Core-Agent","triaged",14304011,"---","[Remote App | Beta] user setting dialog block remote app from launching"
2397445,"serious","P1","closed","renz","yanchaozhang","VDI","Linux Agent","Core-Agent",,14304011,"---","[Remote App | Beta] in-correct path for remote app"
2397446,"serious","P1","closed","hbai","ysan","VDI","Seamless Windows","Mac Client",,14317598,"---","[Mac Metal Rendering]Mac client crash when launching an app sometimes"
2397484,"serious","P1","closed","binb","shuhuawang","VDI","Remote Client","lx client",,14317609,"Yes","[GTK3 upgrade] multi launch items' label is hidden when click the item on redhat"
2397487,"serious","P1","closed","beiw","beiw","VDI","Linux Agent","Core-Agent","triaged",14304012,"---","[Remote App | Beta] Remote app 'gedit' can't move by dragging the taskbar"
2397490,"serious","P1","closed","beiw","beiw","VDI","Linux Agent","Core-Agent",,14304012,"---","[Remote App | Beta] Sometimes the border of app's window will change during being dragged between two monitors"
2397507,"serious","P1","closed","beiw","beiw","VDI","Linux Agent","Core-Agent",,14304012,"---","[Remote App | Beta] Remoted application should always be displayed on the primary monitor"
2397521,"serious","P1","new","renz","beiw","VDI","Linux Agent","Collaboration",,14304012,"---","[Remote App | Beta] The window for Remote app 'gedit' is larger than it needs"
2397526,"serious","P1","new","yanchaozhang","yanchaozhang","VDI","Documentation","VDI Knowledge Base","triaged",14291271,"---","[Remote App | Beta] can not launch remote apps and remote desktops with the same user at the same time"
2397546,"serious","P1","closed","renz","yanchaozhang","VDI","Linux Agent","Core-Agent","triaged",14304011,"---","[Remote App | Beta] app xml parse error due to ""Premature end of file"""
2397572,"serious","P1","closed","renz","beiw","VDI","Linux Agent","Collaboration","triaged",14304012,"---","[Remote App | Beta] Save First not occur when closing the remoted app 'gedit' via 'Close' in context menu"
2397619,"serious","P1","new","beiw","beiw","VDI","Linux Agent","Core-Agent","triaged",14304012,"---","[Remote App | Beta] No response for Windows Key + the LEFT ARROW"
2397645,"serious","P1","closed","zhiyuanw","shuhuawang","VDI","Remote Client","lx client",,14317609,"Yes","[GTK3 upgrade]""Log in anonymously using Unauthenticated Access“ should be greyed when --unauthenticatedAccessEnabled=TRUE via CLI"
2397650,"serious","P2","new","renz","beiw","VDI","Linux Agent","Core-Agent","triaged",14304012,"---","[Remote App | Beta] No response for menu item 'Move' in Window Context Menu"
2397659,"serious","P1","closed","beiw","beiw","VDI","Linux Agent","Core-Agent","triaged",14304012,"---","[Remote App | Beta] The mouse cursor don't change when quit moving remoted app's window via keyboard"
2397925,"serious","P1","closed","clayton","clayton","VDI","Blast Integration","Win Client",,,"---","VDPOverlayHost_Flush called from application thread"
2397938,"serious","P1","closed","clayton","clayton","VDI","Blast Integration","Win Client",,,"---","Overlay FPS indicator not updated unless the image is updated"
2397985,"minor","P1","closed","jwalton","bhatial","VDI","Documentation","View Admin Guide/Admin UI Help","pending-code-review",,"---","Select parts of the characters in the extension address bar and type something does not work"
2397987,"serious","P1","closed","dcheah","chironaka","VDI","Blast Protocol","Display",,14244166,"---","[Azure] Corrupted screen when session stealing from one to two displays."
2397999,"critical","P1","resolved","jwalton","bhatial","VDI","Documentation","VDI Release Notes",,,"---","HTML5 Multimedia Redirection feature's UI option to install the feature is removed from the Agent installer"
2398050,"serious","P1","resolved","nirmitd","nirmitd","VDI","Multimedia","Browser Redirection",,,"---","Exception popup in obj build"
2398066,"minor","P2","resolved","mhampton","wsong","VDI","Documentation","VDI Knowledge Base",,,"---","How to remove black border when there is window object on top of Microsoft Teams video"
2398096,"serious","P1","new","renz","beiw","VDI","Linux Agent","Core-Agent","triaged",14304012,"---","[Remote App | Beta] Wrong response for menu item 'Maximize' in Window Context Menu of secondary monitor"
2398101,"serious","P1","closed","binb","shuhuawang","VDI","Remote Client","lx client",,14317609,"Yes","[GTK3 upgrade] linux client UI displays abnormally on redhat"
2398119,"serious","P1","new","smangui","manmany","VDI","RTAV","Win Agent",,14320054,"---","[Win10 WVD] Sometimes cannot open VmwAmcap.exe in Win10 WVD desktop"
2398120,"critical","P1","closed","alanh","ljack","VDI","Blast Integration","Mac Client",,14326196,"Yes","[New Client] Sometimes RMKS didn't quit after disconnect or logoff agent desktop"
2398121,"serious","P1","new","smangui","manmany","VDI","Thirdparty","Microsoft",,14320054,"---","Cannot detect camera device for Skype.exe in Win10 WVD desktop"
2398123,"serious","P2","closed","mhampton","yanx","VDI","Documentation","VDI Knowledge Base",,,"---","[HTML Access]Authentication can't be canceled when reset password is locked on idle  lock auth page"
2398161,"serious","P1","closed","beiw","yanchaozhang","VDI","Linux Agent","Core-Agent",,14320544,"---","[Remote App | Beta] remote apps takes ages to refresh"
2398199,"serious","P1","closed","alanh","ltim","VDI","Blast Integration","Mac Client",,14326196,"Unknown","[New Client] Low performance when drag and move the remote app from maximized window."
2398224,"serious","P1","closed","alanh","ltim","VDI","Blast Integration","Mac Client",,14326196,"Unknown","[New Client] In macOS Mission Control view, the covered remote app's thumbnail is replaced by part of another overlapped app."
2398249,"critical","P1","closed","alanh","qinz","VDI","Blast Integration","Mac Client",,,"---","[New Client]vmware-remotemks crashed in CI tesing"
2398325,"serious","P1","closed","shuhuawang","shuhuawang","VDI","Remote Client","android client",,,"---","update latest android release build to use offical Apteligent ID"
2398328,"serious","P1","closed","alanh","ljack","VDI","Blast Integration","Mac Client",,14326196,"Yes","[New Client] [Collab] When move window or resize window inside agent, two cursors will show in the other session"
2398375,"minor","P1","closed","ksong","songyu","VDI","Linux Agent","Core-Agent",,14320128,"---","[LinuxVDI][beta]redhat7.6 Unsupported message type received:LockAcknowledgeRequest"
2398382,"critical","P1","closed","yyun","ltim","VDI","Blast Integration","Mac Client",,14326196,"Unknown","[New Client] RDP certificate error warning and login dialogs overlapping issue."
2398394,"critical","P1","closed","alanh","ljack","VDI","Blast Integration","Mac Client",,14326196,"Yes","[New Client] Agent screen freeze and Client no response after playing video for about 2 hours"
2398396,"serious","P1","closed","smangui","hyan","VDI","Printer  Redirection","VMW - Win Client","CART-Sys-Stress",14323405,"Unknown","[Brwon][RDSH] Restarting RDSH produce remaining printers which make Agent installing fail"
2398451,"serious","P1","closed","beiw","beiw","VDI","Linux Agent","Core-Agent",,14304012,"---","[Remote App | Beta] There is no 'Restore' in remote app's titlebar context"
2398475,"minor","P2","new","rahulp","yuez","VDI","Documentation","VDI Knowledge Base",,14309223,"---","[HTML Access] can't enter multimon mode on HTML Access when using 4K monitors with 150% DPI"
2398476,"critical","P1","new","smangui","manmany","VDI","RTAV","Win Agent",,14320054,"---","[Win10 WVD] Audio-in does not work well in Win10 WVD desktop session"
2398519,"critical","P0","closed","alanh","hyan","VDI","Blast Integration","Win Client","CART-AIR-Automation, CART-Sys-Stress",14326179,"Yes","[RDSH] USB redirection doesn't work under PCoIP"
2398697,"serious","P1","closed","zzhou","alanh","VDI","RMKS","Mac",,,"---","Error: pid (xxx)/euid(xxx) is calling TIS/TSM in non-main thread environment, ERROR : This is NOT allowed. Please call TIS/TSM in main thread!!!"
2398745,"serious","P1","closed","haishanw","wsong","VDI","Microsoft Teams","Client",,14297720,"---","When trying to configure Teams voice mail, Desktop and RemoteMKS will hang consistently"
2398888,"serious","P1","closed","clayton","wsong","VDI","RMKS","win",,14332090,"---","RemoteMKS crash on client when open Teams Preview under Setting Device"
2398951,"serious","P1","closed","weiy","hyan","VDI","Seamless Windows","Agent","CART-Sys-Stress",14323405,"---","[RDSH] Several VMwareView-RdeServer-*.dmp files were generated when logon-logoff testing [d:\build\ob\bora-13982886\cayman_libsigcpp2\libsigcpp2\src\sigc++\functors\slot_base.cc @ 211]"
2398954,"critical","P1","closed","alanh","yul","VDI","Blast Integration","Mac Client","CART-AIR-Automation",14326196,"Yes","[Mac USB]Mac client stuck on establishing USB connection for PCoIP session"
2398966,"serious","P2","closed","renz","yanchaozhang","VDI","Linux Agent","User Experience",,14329978,"---","[Remote App | Beta] drag & drop apps does not always on top of others while moving"
2398980,"critical","P1","closed","alanh","zlin","VDI","Blast Integration","Win Client","PAfeature-BJauto",14332081,"---","vmware-remotemks crashed in session stealing and re-connection stress test"
2398985,"serious","P1","closed","zhiyuanw","zhangh","VDI","Seamless Windows","Linux Client",,14337935,"Yes","White background show when client ""Apply"" button for monitor settings with app session existing."
2398989,"serious","P2","closed","renz","beiw","VDI","Linux Agent","Core-Agent",,14304012,"---","[Remote App | Beta] Windows is closed directly after being changed and then 'Close' is selected in task bar's context menu"
2399000,"serious","P1","closed","hbai","ljack","VDI","Blast Integration","Win Client",,14337918,"---","[New Client] Caps Lock and Num Lock sync doesn't work for seamless window"
2399031,"minor","P1","closed","renz","beiw","VDI","Linux Agent","Core-Agent",,14304012,"---","[Remote App | Beta] libreoffice can't be lauched as linux agent remote application"
2399034,"serious","P1","closed","alanh","ljack","VDI","Blast Integration","Mac Client",,14337936,"---","[New Client] After launching agent desktop with multi-monitor, client became no response and then rmks crash"
2399050,"critical","P1","closed","alanh","txiong","VDI","Blast Integration","Win Client","CART-Sys-Stress",14326179,"Yes","RMKS dump during PCoIP connection testing"
2399053,"minor","P1","new","beiw","beiw","VDI","Linux Agent","Core-Agent","triaged",14304012,"---","[Remote App | Beta] The maximized window size of the remoted application doesn't change after modify the client taskbar"
2399059,"minor","P2","closed","lisali","wumi","VDI","Remote Client","win10 client","CART-AIR-Exploratory",14264310,"No","UWP client prompts the wrong information with vasco Radius Authentication"
2399072,"minor","P2","closed","beiw","beiw","VDI","Linux Agent","Core-Agent",,14304012,"---","[Remote App | Beta] There is no tooltip for the 'Close' button on the remote app's windows"
2399100,"serious","P2","closed","yuez","tzhao","VDI","Remote Client","chrome client",,14330028,"No","[chrome client][CDR]Long folder name can't redirect to agent successfully"
2399129,"minor","P2","new","beiw","beiw","VDI","Linux Agent","Core-Agent","triaged",14304012,"---","[Remote App | Beta] Cannot type Chinese in remoted application on Linux Agent"
2399131,"serious","P1","closed","alanh","zhoujing","VDI","Blast Integration","Win Client",,14337918,"---","[New Client] Connection ended when display layout is 'Window - Large' on Win 7 client"
2399138,"critical","P1","closed","zji","llv","VDI","RMKS","linux",,14326205,"---","[Linux Client] Client menu items are displayed in another monitor when clicking menubar on Linux client with multi-monitors"
2399143,"serious","P1","closed","alanh","myuan","VDI","Blast Integration","Win Client",,14337918,"---","[New Client] Mouse pointer doesn't jump to the center of guest window when launch a VDI"
2399173,"critical","P1","closed","appblast-guru","myuan","VDI","Blast Integration","Win Client",,14337918,"---","[New Client] Guest doesn't grab mouse when I press normal key event, if the mouse pointer does not in the guest window"
2399200,"serious","P1","closed","lewang","yyu1","VDI","Seamless Windows","Agent",,,"---","[VM hosted App][UWP]Right click on the UWP App on the titilebar will not trigger the Context menu"
2399204,"serious","P1","new","zhanghui","lkong","VDI","Printer  Redirection","VMW - Win Client",,14301042,"---","[Brown]Copies incorrect in local preference dialog when printing directly with option ""With opening preference dialog"""
2399205,"serious","P1","closed","hangl","leviz","VDI","Linux Agent","Core-Agent","linuxvdi-multiple-session, triaged",14338988,"---","[AT][Multiple Session][Stress Test] Gdm crash and could not be launched automatically"
2399218,"serious","P1","closed","gsi","jizhid","VDI","USB Redirection","Win Agent","CART-Sys-Stress, HorizonRDSH",14326608,"Unknown","One wsnm dump file 'wsnm-2312.dmp' was generated when doing session disconnection-reconnection by Blast+UAG"
2399227,"serious","P1","closed","yilinw","yuez","VDI","Remote Client","web client",,14309223,"Unknown","[HTML Access] RDSH 2016 Desktop will be consistent disconnected right after after launch it, so not usable on some device"
2399247,"minor","P1","new","qan","lkong","VDI","Printer  Redirection","VMW - Win Client",,14301042,"---","[Brown] paper size option is empty for Brother QL-720NW printer when opening UPD UI dialog from notepad"
2399301,"serious","P1","closed","wyattx","huanguoz","VDI","Remote Client","wincdk client","CART-AIR-Automation",14332081,"---","Resumption dialog didn't pop up when idle session time out for PCoIP protocol (RMKS crashed)"
2399335,"critical","P1","closed","clayton","clayton","VDI","Blast Integration","Win Client",,,"---","VDPOVerlayHost doesn't upload the entire image to surface"
2399377,"serious","P1","closed","blast-networking-sensei","gpuja","VDI","Blast Networking","vVC (VMware Virtual Channels)","erqe2verify, hze_scale_710",14314866,"Yes","[Scale + RDSH + BLAST] ]  svchost core dumped during logon/logoff test."
2399598,"serious","P1","new","katiyara","kli","VDI","Skype For Business Redirection","SFB Windows Client",,,"---","[VMW-1384] v6 mac meet now self preview has green artifacts"
2399661,"serious","P1","closed","tatrey","ltim","VDI","Blast Integration","Mac Client",,14346492,"Yes","[New Client] ALT + TAB shortcut cannot switch to 3rd app's window."
2399666,"serious","P1","new","ruir","ruir","VDI","Remote Client","android client",,,"---","Ctrl_Page position will fall a distance after exiting full screen mode"
2399670,"serious","P1","new","yyu1","yyu1","VDI","Seamless Windows","Agent",,,"No","[VM Hosted App][UWP]alt+space will not trigger the system menu of UWP App"
2399702,"serious","P1","closed","dcheah","zhoujing","VDI","Blast Protocol","Display","PhysicalPCWin10RS4",14320054,"---","[Physical Agent] Black blocks shows on no video playing area with NVIDIA display adapter"
2399724,"serious","P1","closed","appblast-guru","ghoshamit","VDI","Blast Protocol","Other","mustfix, view-perf-found",14317463,"Yes","[Blast] View 7.10 consuming more bandwidth as compared to 7.9"
2399744,"critical","P1","closed","achernikov","zlin","VDI","RMKS","win","PAfeature-BJauto",14342234,"---","remote mks crashed in overlay test"
2399753,"serious","P1","resolved","dperi","xinshul","VDI","Blast Integration","Win Client","PAfeature-BJauto",,"---","[Automation]RMKS dump generated with main branch build"
2399760,"serious","P1","closed","haishanw","xiaodongz","VDI","Virtual Channel SDKs","VDPService","CART-Sys-Stress, HorizonRDSH",14337918,"---","[PCoIP]Notepad failed to be displayed as seamless window and CDR & Printer failed to work in two sessions during session0 testing with 60 sessions"
2399782,"serious","P1","closed","taojin","rli","VDI","Seamless Windows","Linux Client","CART-Interop-found, CART-Interop-WS1",14272064,"No","WS1: new opened apps/desktops is not brought to front"
2399797,"critical","P1","closed","llv","llv","VDI","Remote Client","lx client",,14326205,"No","[Linux Client] Sometimes Blast connection to remote desktop is disconnected immediately after connection is established"
2399852,"critical","P1","closed","agong","weiy","VDI","Remote Client","lx client",,,"---","keycombos list is not set after crtbora sdk change"
2399871,"critical","P1","closed","aisajanyan","zhangh","VDI","Remote Core","Display (RDS)",,14320054,"No","[Win10 WVD] Firefox crash inside Win10 WVD session."
2399917,"serious","P1","closed","yunhaot","kusumai","VDI","Instant Clone","Instant Clone Server","view-ngvc",14329742,"---","Resync failed with VC_FAULT_FATAL exception -Error: The object has already been deleted or has not been completely created"
2399925,"minor","P1","closed","qan","qan","VDI","Printer  Redirection","VMW - Win Client",,14301042,"---","[Brown] Default paper source option is empty for Brother QL-720NW printer"
2399930,"serious","P2","new","yyu1","yyu1","VDI","Seamless Windows","Windows Client",,,"No","[VM hosted App][Win7 Client] Alt+space +move won's move the application window"
2399937,"serious","P1","closed","alanh","ysan","VDI","Blast Integration","Mac Client",,14346492,"Yes","[New Client] [Dynamic Encoder] Video playing is flashing when perform some actions in another display (2 monitors attached by VGA)"
2399956,"serious","P1","closed","sqiang","sqiang","VDI","Linux Agent","Core-Agent","triaged",,"---","[Remote App]control extension can't take effect after automatic lock screen on console side when App session run"
2399973,"serious","P1","closed","hangl","leviz","VDI","Linux Agent","Core-Agent",,14338988,"---","[AT][Multiple Session][Stress Test] Repeat connect-disconnect failed for 30 sessions"
2400007,"serious","P1","closed","jjliu","pewang","VDI","Remote Client","wincdk client","mustfix",,"---","[WinCDK]Update client auto update download CDS summary"
2400012,"serious","P1","closed","lyuechang","pewang","VDI","Remote Client","osx client","mustfix",,"No","[Mac Client]Update client auto update download CDS summary"
2400049,"serious","P1","closed","shuhuawang","shipingy","VDI","Remote Client","android client","CART-Interop-found, CART-Interop-WS1",14346880,"---","WS1: Error occurs and prompts the session is not availble when switch session via URI under WS1 mode enabled"
2400237,"serious","P1","closed","achernikov","wsong","VDI","Blast Integration","Linux Client",,,"---","Linux client Teams video call does not display video or self-preview"
2400244,"critical","P1","closed","ksong","alanh","VDI","Linux Agent","Core-Agent",,14019436,"---","Linux agent should not use 127.0.0.1:xxx for DISPLAY"
2400255,"serious","P1","closed","katiyara","kli","VDI","Skype For Business Redirection","SFB Windows Client",,14352585,"---","unrecoverable error and remotemks dmp when connecting to desktop"
2400284,"serious","P2","closed","dcheah","chironaka","VDI","Blast Protocol","Display",,14328200,"---","[Azure] Display momentarily switches from single to dual screen while idle (intermittent)."
2400354,"critical","P1","closed","bhatial","bhatial","VDI","Virtual Devices","Geolocation redirection",,,"---","Support websites that block localhost websocket connection by CSP with Geolocation Redirection feature"
2400402,"serious","P1","closed","ksong","yanchaozhang","VDI","Linux Agent","Core-Agent","view-agent-auto-lx",14342561,"---","Broker still show ""Available"" status after user login to the desktop from view client in IC pool"
2400403,"serious","P1","closed","clayton","kli","VDI","Blast Integration","Win Client",,,"---","Teams video overlay is in upper left corner"
